CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct
13047,M,California,43,16688,01-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,0.1,4500,2424.5,1,ELEC10,10
13047,M,California,43,16689,01-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,2424.5,1,ELEC10,10
12583,M,Chicago,33,16694,01-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,0.1,4500,2424.5,1,ELEC10,10
15100,M,California,49,16712,01-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,2424.5,1,ELEC10,10
14688,F,New York,46,16732,01-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,2424.5,1,ELEC10,10
14688,F,New York,46,16733,01-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,2424.5,1,ELEC10,10
14688,F,New York,46,16736,01-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,2424.5,1,ELEC10,10
17850,M,Chicago,12,16879,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
17850,M,Chicago,12,16880,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
17850,M,Chicago,12,16881,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
17850,M,Chicago,12,16882,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
17850,M,Chicago,12,16883,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
17850,M,Chicago,12,16886,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
12431,F,New Jersey,14,16819,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
12431,F,New Jersey,14,16819,03-01-2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
12431,F,New Jersey,14,16822,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,102.13,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
12431,F,New Jersey,14,16823,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
12431,F,New Jersey,14,16825,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
17511,F,Chicago,25,16826,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
17511,F,Chicago,25,16830,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
17511,F,Chicago,25,16833,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
17511,F,Chicago,25,16835,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
17511,F,Chicago,25,16836,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
17511,F,Chicago,25,16836,03-01-2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,81.5,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
17511,F,Chicago,25,16837,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
17511,F,Chicago,25,16842,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
17548,M,Chicago,50,16844,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
17548,M,Chicago,50,16846,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
17548,M,Chicago,50,16847,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
13705,F,Chicago,39,16849,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
13705,F,Chicago,39,16851,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
13705,F,Chicago,39,16853,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
13705,F,Chicago,39,16854,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
13705,F,Chicago,39,16856,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
13747,F,Chicago,21,16857,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
13408,M,Chicago,30,16859,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
13408,M,Chicago,30,16861,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
13408,M,Chicago,30,16863,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
13408,M,Chicago,30,16865,03-01-2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,35.96,Used,0.1,4500,1576.38,1,ELEC10,10
13767,F,Chicago,29,16869,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
13767,F,Chicago,29,16869,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
13767,F,Chicago,29,16870,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
13767,F,Chicago,29,16871,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
13767,F,Chicago,29,16872,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
13767,F,Chicago,29,16874,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
13767,F,Chicago,29,16875,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
13767,F,Chicago,29,16876,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
17924,M,New Jersey,26,16888,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,28.78,Clicked,0.1,4500,1576.38,1,ELEC10,10
13448,F,California,41,16890,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
13448,F,California,41,16896,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
13448,F,California,41,16897,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16907,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16910,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16912,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16914,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16915,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16916,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16917,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16918,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16918,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16919,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16920,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16920,03-01-2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16923,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16924,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16925,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16926,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16926,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16928,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16929,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16930,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16931,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16932,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16934,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16935,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16938,03-01-2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16939,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16939,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16942,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16943,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16946,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16947,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16948,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16949,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16949,03-01-2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16950,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15862,F,California,24,16951,03-01-2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15513,F,Chicago,21,16952,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
15513,F,Chicago,21,16953,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
15513,F,Chicago,21,16955,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5,81.5,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
12791,F,Washington DC,26,16957,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16958,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16959,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16959,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16960,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16963,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16964,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16964,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16964,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16966,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,81.5,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16969,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16969,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16971,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16971,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16972,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16975,03-01-2019,GGOENEBB079299,Nest Protect Smoke + CO Black Battery Alarm-USA,Nest-USA,1,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16975,03-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16976,03-01-2019,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16976,03-01-2019,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,0.1,4500,1576.38,1,ELEC10,10
16218,M,Chicago,40,16980,03-01-2019,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,81.5,6.5,Used,0.1,4500,1576.38,1,ELEC10,10
17850,M,Chicago,12,16984,04-01-2019,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,0.1,4500,2928.55,1,ELEC10,10
17850,M,Chicago,12,16984,04-01-2019,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,81.5,6.5,Clicked,0.1,4500,2928.55,1,ELEC10,10
